input,output,se_order
"pemandangan indah , kebersihan lumayan , hanya saja bangunan dan interior lama sudah banyak yang retak , rusak , pintu kamar mandi susah ditutup , pintu kamar berderit . sarapan standar sekali , kurang variasi .| opini : <extra_id_0>",<extra_id_0> indah ; <extra_id_1> lumayan ; <extra_id_2> susah ditutup ; <extra_id_3> berderit ; <extra_id_4> standar sekali ; <extra_id_5> kurang variasi,o
"ac tidak dingin , lampu kurang terang .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> ac <extra_id_1> tidak dingin <extra_id_2> negative ; <extra_id_3> lampu <extra_id_4> kurang terang <extra_id_5> negative,aos
"saya tidak menyukai kebersihan kamar mandi dikarenakan pada saat saya masuk ke dalamnya , terdapat kecoak mati di toilet dan di bawah shower , kebersihan seprai juga perlu diperhatikan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kebersihan kamar mandi <extra_id_1> tidak menyukai <extra_id_2> negative ; <extra_id_3> kebersihan seprai <extra_id_4> perlu diperhatikan <extra_id_5> negative,aos
"kemarin menginap di sini , 3 kamar 2 malam . 1 kamar tidak ada selimutnya , 1 kamar lagi tidak ada handuknya : ( sudah lapor ke resepsionis , cuma ditulis saja waktu saya balik belum juga dikasi . tetapi overall untuk harga menginap segitu worth banget , mungkin kalau ada waktu saya akan kembali lagi sekeluarga .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> selimutnya <extra_id_1> negative ; <extra_id_2> handuknya <extra_id_3> negative ; <extra_id_4> overall <extra_id_5> positive,as
"tidak ada air hangat .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> air hangat <extra_id_1> tidak ada,ao
"nyaman dan bersih sekali , cuma minus showernya mati : ) .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> showernya <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> positive,as
"lumayan , karena cukup murah terus dekat sama plaza , pizza hut , mcd , kfc , dsb. buat yang mau bawa pacar aman temanteman , gas saja . tertawa .| opini : <extra_id_0>",<extra_id_0> lumayan ; <extra_id_1> cukup murah ; <extra_id_2> dekat,o
"kamarnya tidak rapat dan tampak dari luar . selebihnya baik dan bersih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> tidak rapat <extra_id_2> negative ; <extra_id_3> selebihnya <extra_id_4> baik <extra_id_5> positive ; <extra_id_6> selebihnya <extra_id_7> bersih <extra_id_8> positive,aos
"cukup memuaskan , hanya tv yang agak mengecewakan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tv <extra_id_1> agak mengecewakan <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> cukup memuaskan <extra_id_5> positive,aos
"semuanya sudah baik tetapi didalam kamar tidak ada tempat untuk menggantungkan baju atau celana .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> semuanya <extra_id_1> positive,as
"kamar nyaman , yang paling penting dekat dengan ugm .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> nyaman <extra_id_2> positive,aos
"saya tidak menyukai kebersihan kamar mandi dikarenakan pada saat saya masuk ke dalamnya , terdapat kecoak mati di toilet dan di bawah shower , kebersihan seprai juga perlu diperhatikan .| aspek : <extra_id_0>",<extra_id_0> kebersihan kamar mandi ; <extra_id_1> kebersihan seprai,a
jaga keharuman ruangan iya .| opini : <extra_id_0>,NULL,o
"cara pemesanan mudah , harga cukup ramah di kantong , kamar bersih , pelayanan bagus , recommended , tempatnya juga di tengah kota .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> cara pemesanan <extra_id_1> mudah <extra_id_2> positive ; <extra_id_3> harga <extra_id_4> cukup ramah <extra_id_5> positive ; <extra_id_6> kamar <extra_id_7> bersih <extra_id_8> positive ; <extra_id_9> pelayanan <extra_id_10> bagus <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> recommended <extra_id_14> positive,aos
"nyaman . hampir sempurna .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> nyaman <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> hampir sempurna <extra_id_5> positive,aos
pelayanan baik . tetapi saluran air di wc agar diperbaiki .| opini : <extra_id_0>,<extra_id_0> baik,o
"kamar bagus .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> bagus,ao
"strategis , pelayanan baik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> baik ; <extra_id_2> NULL <extra_id_3> strategis,ao
sangat memuaskan dengan harga segitu .| opini : <extra_id_0>,<extra_id_0> sangat memuaskan,o
"oke . tetapi maaf , ada nyamuknya , kamar mandi agak bau dan tidak ada sejadah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar mandi <extra_id_1> agak bau <extra_id_2> negative ; <extra_id_3> sejadah <extra_id_4> tidak ada <extra_id_5> negative ; <extra_id_6> NULL <extra_id_7> oke <extra_id_8> positive ; <extra_id_9> NULL <extra_id_10> ada nyamuknya <extra_id_11> negative,aos
"cukup nyaman , kamar bersih , sarapan pagi banyak pilihan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> sarapan pagi <extra_id_4> banyak pilihan <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> cukup nyaman <extra_id_8> positive,aos
"bed nya kotor , agak berisik karena kamar mandi dari kamar sebelah terdengar , bau tidak enak juga .| opini : <extra_id_0>",<extra_id_0> kotor ; <extra_id_1> agak berisik ; <extra_id_2> tidak enak,o
"kamar tidak sesuai dengan foto dan air tidak bisa dirubah menjadi dingin atau biasa .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> tidak sesuai dengan foto <extra_id_2> negative ; <extra_id_3> air <extra_id_4> tidak bisa dirubah <extra_id_5> negative,aos
"kamar terlalu luas , sayang cuma bisa untuk 2 orang jadi lebih kelihatan mubazir . + kamar bersih , bed bersih , toilet bersih . fasilitas oke lah . harga murah banget , pakai kupon diskon . - wifi tidak bisa terhubung . sarapan kurang sesuai ( sambal lontong terlalu pedas ) . keep goin ' airy !| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> neutral ; <extra_id_2> kamar <extra_id_3> positive ; <extra_id_4> bed <extra_id_5> positive ; <extra_id_6> toilet <extra_id_7> positive ; <extra_id_8> fasilitas <extra_id_9> positive ; <extra_id_10> harga <extra_id_11> positive ; <extra_id_12> wifi <extra_id_13> negative ; <extra_id_14> sarapan <extra_id_15> negative,as
kebersihsn dan pelyanan cukup baik .| aspek : <extra_id_0>,<extra_id_0> kebersihsn ; <extra_id_1> pelyanan,a
"suka konsep hotelnya , minimalis , bersih , stafnya ramah . overall mantapp . hanya saja sinyal wifi tidak sampai ke kamar .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> konsep hotelnya <extra_id_1> suka <extra_id_2> positive ; <extra_id_3> konsep hotelnya <extra_id_4> minimalis <extra_id_5> positive ; <extra_id_6> konsep hotelnya <extra_id_7> bersih <extra_id_8> positive ; <extra_id_9> stafnya <extra_id_10> ramah <extra_id_11> positive ; <extra_id_12> overall <extra_id_13> mantapp <extra_id_14> positive ; <extra_id_15> wifi <extra_id_16> tidak sampai <extra_id_17> negative,aos
"kamar nya kotor dan sempit , handuknya tipis dan bau air mani . kamar mandi nya banjir air lama mengalir . saya langsung cek out setelah melihat kondisi kamarnya . pokoknya tidak recomended banget . nyesal juga tidak sesuai sama fotonya menipu banget kapok deh .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar nya <extra_id_1> kotor <extra_id_2> negative ; <extra_id_3> kamar nya <extra_id_4> sempit <extra_id_5> negative ; <extra_id_6> handuknya <extra_id_7> tipis <extra_id_8> negative ; <extra_id_9> handuknya <extra_id_10> bau air mani <extra_id_11> negative ; <extra_id_12> kamar mandi nya <extra_id_13> banjir <extra_id_14> negative ; <extra_id_15> NULL <extra_id_16> tidak recomended banget <extra_id_17> negative,aos
"pelayanannya ramah , roomnya bersih . letaknya strategis pusat kota .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanannya <extra_id_1> positive ; <extra_id_2> roomnya <extra_id_3> positive ; <extra_id_4> letaknya <extra_id_5> positive,as
"mantap , lokasi strategis , ke tanah abang bisa jalan kaki . cuma karena tempat tidur diatas agak ngerih , bunyibunyi takut jatuh hai .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lokasi <extra_id_1> positive ; <extra_id_2> tempat tidur <extra_id_3> negative ; <extra_id_4> NULL <extra_id_5> positive,as
"kurang ramah resepsionistnya , tvnya juga tidak bersih chanelnya .| aspek : <extra_id_0>",<extra_id_0> resepsionistnya ; <extra_id_1> tvnya,a
kamar budgett sekali di jakarta .| opini : <extra_id_0>,<extra_id_0> budgett sekali,o
"bantal sama tempat tidurnya basah , lantainya pun masih basah , ac nya tidak dingin .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> bantal <extra_id_1> negative ; <extra_id_2> tempat tidurnya <extra_id_3> negative ; <extra_id_4> lantainya <extra_id_5> negative ; <extra_id_6> ac nya <extra_id_7> negative,as
"cukup oke dengan harga sekian tetapi bersih walaupun kamar tidak begitu luas .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> harga <extra_id_1> cukup oke ; <extra_id_2> kamar <extra_id_3> bersih ; <extra_id_4> kamar <extra_id_5> tidak begitu luas,ao
"nyaman untuk ditinggali tetapi kasur terlalu besar .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kasur <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> positive,as
ini merupakan kali ke 3 kami menginap di hotel ini . semakin lama semakin bagus .| opini : <extra_id_0>,NULL,o
"kamar mandi terkesan kotor , kondisi kamar sudah tua , sarapan kurang variasi , air panas tidak ada , kloset kotor .| aspek : <extra_id_0>",<extra_id_0> kamar mandi ; <extra_id_1> sarapan ; <extra_id_2> air panas ; <extra_id_3> kloset,a
"tempat nya bersih dan rapi harganya terjangkau pula .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> tempat nya <extra_id_1> positive ; <extra_id_2> harganya <extra_id_3> positive,as
"pintu kamar bekas congkel , kamar mandi kurang bersih , lemari baju tidak berpenutup ( dilepas ) , lampu kamar cuma 2 dan remangremang .| opini : <extra_id_0>",<extra_id_0> bekas congkel ; <extra_id_1> kurang bersih ; <extra_id_2> tidak berpenutup ; <extra_id_3> remangremang,o
"hotel bersih , nyaman , penjaga juga ramah .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> hotel <extra_id_1> positive ; <extra_id_2> penjaga <extra_id_3> positive,as
"dekat sama jatim park 2 , bns , 5sampai10menit musium angkut dan alun "" dekat kmn "" . terimakasih airy dan omah anin tidak . .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"kamar no. 6 shower air hangat tidak berfungsi dengan baik , banyak rambut diselimut .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> shower air hangat <extra_id_1> tidak berfungsi dengan baik ; <extra_id_2> diselimut <extra_id_3> banyak rambut,ao
"strategis , pelayanan baik .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as
waktu menginap tidak dapat handuknya .| aspek : <extra_id_0>,<extra_id_0> handuknya,a
"pelayanan bagus , lokasi sangat strategis .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> lokasi <extra_id_3> positive,as
"yang perlu diperbaiki ketika saya kontak cs airy untuk late check in , dan dikasih nomor yang katanya airy eco ini , setelah saya kontak tidak sambung , ternyata dari pihak hotelnya terutama yang jaga , mengaku tidak ada yang memiliki nomor hp yang dikasih dari cs airy , mungkin perlu di update data nomor yang bisa dihubunginya .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
"lumayan penginapan nya , cuma kasur nya jeblok banget .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> penginapan nya <extra_id_1> lumayan <extra_id_2> positive ; <extra_id_3> kasur nya <extra_id_4> jeblok banget <extra_id_5> negative,aos
"aliran air kamar mandinya tersumbat , jadi habis dipakai air menggenang dan berbau .| aspek : <extra_id_0>",<extra_id_0> aliran air kamar mandinya ; <extra_id_1> air,a
"sayang tidak ada breakfastnya . hihihj .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> breakfastnya <extra_id_1> negative,as
"suka banget tetapi tolong alat mandinya di lengkapi lagi karena cuma tersedia handuk saja , dan handuknya juga kurang bersih . tetapi selebihnya suka banget , cocok lah recommended untuk yang ingin singgah .| opini : <extra_id_0>",<extra_id_0> kurang bersih ; <extra_id_1> suka banget ; <extra_id_2> suka banget ; <extra_id_3> recommended,o
"kamarnya bersih dan pelayanannya juga ramah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> bersih ; <extra_id_2> pelayanannya <extra_id_3> ramah,ao
"hotelnya sangat iconic , ada kolam renang juga . kamar luas dan lokasi sangat mudah ditemukan .| aspek : <extra_id_0>",<extra_id_0> hotelnya ; <extra_id_1> kolam renang ; <extra_id_2> kamar ; <extra_id_3> lokasi,a
"suasana hangat . pertahankan ciri khas orientalnya iya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> suasana <extra_id_1> hangat <extra_id_2> positive,aos
"suka banget , kamarnya beesih , staf ramah dan helpful .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> beesih <extra_id_2> positive ; <extra_id_3> staf <extra_id_4> ramah <extra_id_5> positive ; <extra_id_6> staf <extra_id_7> helpful <extra_id_8> positive ; <extra_id_9> NULL <extra_id_10> suka banget <extra_id_11> positive,aos
semoga bisa memberikan pelayanan yang lebih baik lagi .| aspek : <extra_id_0>,NULL,a
"disini tempatnya sangat strategis sangat dekat dengan kampus universitas mulawarman samarinda kalimantan timur , tahu ajakan kalau ada kampus berarti dekat dengan surga kulinernya mahasiswa harga makanan murah akses ke segala penjuru mudah mau shopping juga dekat dengan mall .| aspek : <extra_id_0>",<extra_id_0> tempatnya,a
"hotel lama cukup terawat , air panas oke , sayang wifi hanya menjangkau lobi .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> hotel <extra_id_1> cukup terawat <extra_id_2> positive ; <extra_id_3> air panas <extra_id_4> oke <extra_id_5> positive ; <extra_id_6> wifi <extra_id_7> hanya menjangkau lobi <extra_id_8> negative,aos
"bau pesing . tolong di perhatikan . kotor juga .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> bau pesing <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> kotor <extra_id_5> negative,aos
"kamar nya bauk bantal airy nya bauk banyak nyamuk dkamar mandi ada lipan nya makanan nya boleh lah tetapi meja selalu kotor kalau mau breakfast . kurang pegawai sepertinya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar nya <extra_id_1> bauk <extra_id_2> negative ; <extra_id_3> bantal airy nya <extra_id_4> bauk <extra_id_5> negative ; <extra_id_6> bantal airy nya <extra_id_7> banyak nyamuk <extra_id_8> negative ; <extra_id_9> dkamar mandi <extra_id_10> ada lipan nya <extra_id_11> negative ; <extra_id_12> meja <extra_id_13> selalu kotor <extra_id_14> negative,aos
"untuk kamar disini tidak recommended , lebih baik cari yang lain .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> tidak recommended,ao
"pelayanan kurang mudah senyum . 1 10 : 7 .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> kurang mudah senyum,ao
"rekomen sudah pokoknya .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> rekomen,ao
"kamar luas dan nyaman , cuma fasilitas tidak seperti yang di foto dan tidak ada tempat sampah padahal penting sekali .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> luas <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> nyaman <extra_id_5> positive ; <extra_id_6> tempat sampah <extra_id_7> tidak ada <extra_id_8> negative,aos
"kalau fasilitas kamar yang untuk berdua rekomen , bagus semua dari air , kasur , kamar mandinya bagus . tetapi kalau yang kamar sendiri kamar mandinya kurang bagus , banyak bekas bekas karatan yang tidak dibersihkan .| aspek : <extra_id_0>",<extra_id_0> fasilitas kamar ; <extra_id_1> kasur ; <extra_id_2> kamar mandinya ; <extra_id_3> kamar mandinya,a
pelyanannya lengkap .| opini : <extra_id_0>,<extra_id_0> lengkap,o
"murah , bagus , yang jaga ramah .| aspek : <extra_id_0>",<extra_id_0> yang jaga ; <extra_id_1> NULL,a
"sangat memuaskan dengan harga segitu .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> sangat memuaskan,ao
"kamar cukup bersih dan rapi , saran untuk wc nya bisa di perbaiki lagi .| opini : <extra_id_0>",<extra_id_0> cukup bersih ; <extra_id_1> rapi ; <extra_id_2> bisa di perbaiki lagi,o
"sarapannya cuma bubur sama roti .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> sarapannya <extra_id_1> negative,as
"air nya kecil jadi susah mau keramas . , ac nya juga kecil dan tidak isa diatur jadi kepanasan bobo nya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> air nya <extra_id_1> kecil <extra_id_2> negative ; <extra_id_3> ac nya <extra_id_4> kecil <extra_id_5> negative ; <extra_id_6> ac nya <extra_id_7> tidak isa diatur <extra_id_8> negative,aos
"tempatnya bersih dan terjangkau .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tempatnya <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> tempatnya <extra_id_4> terjangkau <extra_id_5> positive,aos
lokasi dekat bandara . strategis banget .| aspek : <extra_id_0>,<extra_id_0> lokasi,a
"tingkatkan terus kebersihanya agar pelanggan nyaman .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"seprai kasur dan handuk masih kurangp bersih tetapi , kalau lebih bersih pasti tambah oke .| aspek : <extra_id_0>",<extra_id_0> seprai ; <extra_id_1> kasur ; <extra_id_2> handuk,a
"kamar nyaman , bersih , rapi , petugasnya juga ramah , makanannya lumayan enak .| opini : <extra_id_0>",<extra_id_0> nyaman ; <extra_id_1> bersih ; <extra_id_2> rapi ; <extra_id_3> ramah ; <extra_id_4> lumayan enak,o
"petugas ramah , fasilitas lumayan lengkap . kebersihan kurang begitu baik . perlu lebih teliti lagi .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> petugas <extra_id_1> ramah ; <extra_id_2> fasilitas <extra_id_3> lumayan lengkap ; <extra_id_4> kebersihan <extra_id_5> kurang begitu baik,ao
